class,text
d,"피고인도 검찰에서 피해자의 복부를 칼로 찌르려는 제스처를 취한 적은 있다'(증거기록 159면)는 취지로 진술한 점,"
d,"(제84, 85쪽),"
c,"A, C와 살인을 공모한 적이 없고,"
i,"위 기재는 작성자, 작성시기, 작성경위 등에 비추어 이를 믿을 수 있고,"
d,"재차 복부 부위를 향해 공격을 가하였는데,"
i,"피해자의 가족들에게도 '너도 건들면 찌른다. 죽여버리겠다'고 말하면서 회칼로 위협하다가 아무런 구호조치 없이 현장을 떠났는데,"
d,"1) 피고인은 2017. 12.경부터 약 4개월간 C과 연인 관계에 있다가 헤어지게 된 후 수시로 C을 찾아가거나 문자메시지를 통해 욕설을 하는 등 행패를 부렸고,"
d,"(수사기록 184면),"
i,D만을 살해하려고 하였을 뿐
i,"이는 흉기를 방어할 때 발생하는 방어혼으로 보이고,"
i,"얼굴의 상처가 육안으로 확인되며 상처에서 피가 났다면, 이러한 상처는 위와같은 사정들을 고려한다 하여도"
e,"피해자의 목 왼쪽 부위 절창은 목 가운데에서 왼쪽 귀 아래까지 길이 약 17cm. 깊이 약 4cm로, 머리 정수리에서 약 15.5cm 하방, 왼쪽 외이도에서 4.5cm 하방 및 왼쪽 외이도를 지나는 수직선에서 뒤쪽으로 5.5cm 떨어진 곳에서 내부로 진행하며 피하지방을 뚫고 왼쪽 목 빗근과 왼쪽 목 정맥을 절단하고서야 멈추었다."
i,"피고인이 칼로 피해자를 찌를 당시 자신의 행위로 인하여 피해자의 사망이라는 결과가 발생할 가능성 또는 위험이 있다는 것을 충분히 예견할 수 있었음에도 이를 용인하였다고 봄이 상당하므로,"
c,피고인 및 변호인의 위 주장은 받아들이지 아니한다.
i,"판시, 제1, 2항의 범죄사실로 이미 피해자가 극한의 공포에 사로잡혀 있었던 사실,"
w,"2) 살인의 고의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야만 인정되는 것은 아니고,"
i,피고인은 접이식 과도로 피해자의 목 뒷부분을 2차례나 힘껏 내려찍었다.
w,급소에 해당하는 목덜미 부위를 찌를 경우 생명유지에 필수적인 기관들이 손상을 입어 사망의 결과를 초래할 위험성이 매우 크다는 것은 쉽게 예견할 수 있다.
i,"피고인으로서는 순간적이나마 피해자를 살해할 의사를 가졌을 동기가 충분한 것으로 보이는 점,"
w,간접증거가 개별적으로는 범죄사실에 대한 완전한 증명력을 가지지 못하더라도 전체 증거를 상호 관련 하에 종합적으로 고찰하여 그와 같은 증명력이 있다고 판단되면 그에 의하여도 범죄사실을 인정할 수 있다
i,피고인은 당초부터 C을 살해할 계획을 가지고 C을 찾아갔던 것으로 보인다.
i,"피해자의 목에 깊지 않은 경부절창이 생긴 점,"
u,피고인이 판시 범죄사실 기재와 같이 식칼로 피해자의 좌측 복부 및 좌측 어깨 부위를 찔렀고
d,"과학수사팀 출동을 요청하며, 폴리스라인을 설치하여 현장 보존 및 출입자 통제를 실시하여 이후 일반인의 접근을 전면 통제하였다는 것이다."
d,"4 피고인은 범행 직후의 상황에 대하여도, ""피해자가 눈으로 보아도 전혀 움직이지 않아 무조건 죽었다고 생각하였다."","
ic,따라서 피고인 및 변호인의 위 주장은 받아들이지 아니한다.
i,피해자를 살해할 의도가 있음을 직접적으로 표현하였다.
d,"피해자에게 ""저 새끼 오늘 죽인다""라는 등의 말을 하며 옆에 있던 G가 피고인을 잡으며 제지하였음에도 불구하고 피해자에게 달려들어 피해자의 옆구리를 칼로 찌르고,"
u,"살피건대,"
d,"피해자 E이 집 밖으로 도망간 후 피해자 F에게 E이 도망가지 않았느냐, 어떻게 책임질거냐, 그럼 네가 죽어야겠다'고 말하기도 하였다"
d,넘어져 있던 피해자 G의 머리를 향해 칼을 위에서 아래로 휘두르기도 했다.
i,이는 피고인이 의도한 공격 부위가 우측 골반부여서는 아니고 복부 부위를 향한 공격이 빗나간 결과에 불과하다
i,피고인은 당시 자신의 행위로 인하여 피해자가 사망하는 결과를 발생시킬만한 가능성 또는 위험이 있음을 충분히 인식하거나 예견하였다고 봄이 상당하므로
i,피고인이 살인죄의 실행행위를 중지한 것은 일반 사회통념상 범죄를 완수함에 장애가 되는 사정에 의한 것이므로
i,그 가치는 피고인의 자백보다도 우월하다고 평가될 수 있을 정도의 확고하고도 명백한 물증인 것이다.
d,"나. 피고인이 이 사건이 발생하기 하루 전 경찰에 자신의 생명이 위협받고 있다는 내용의 신고를 하고,"
i,"피고인의 행위로 인하여 피해자가 사망에 이를 것이라는 결과발생의 위험성이 상당히 높아 피고인이 이런 위험성을 인식하거나 예견할 수 있었던 것으로 보이므로,"
d,피고인이 다시 칼을 휘둘러 피해자는 이를 피하면서 어깨로 막다가 칼에 어깨 부위를 찔렸다'는 취지로 진술하였다.
d,답: 엘리베이터가 *층으로 올라가면서 피의자가 갑자기 욕설과 함께 제 목을 조르기 시작했습니다.
d,"경추 부위 통증이 있다.'는 취지의 기재가 있는데,"
i,"그러나 앞서 인정된 사정들 및 이 법원이 적법하게 채택하여 조사한 증거들에의하여 인정되는 다음과 같은 사정들을 비롯한 이 사건 범행의 경위와 과정, 수단과방법, 범행을 전후한 피고인의 행동, 피고인이 범행 당시 상황을 대체적으로 기억하고 있는 점 등에 비추어 볼 때,"
d,"(증인 D에 대한 증인신문 녹취서 4쪽 및 D에 대한 제2회 경찰 진술조서 143, 148쪽),"
d,"피고인은 수사기관에서, ""치료받은 것에 대해 억울함이 계속적으로 생각이 났고,"
d,"울대 따면 죽어.”라고 하면서 면도칼을 쥔 오른손으로 피해자의 왼쪽 얼굴 방향에서 목 방향으로 그었고,"
c,"피고인이 이 사건 범행 당시 음주로 인하여 사물을 변별할 능력이나 의사를 결정할 능력이 미약한 상태에 있었다고 보기 어렵고 달리 이를 인정할 만한 증거가 없으므로,"
d,대화가 안 되는 상태였으며 혼자 무슨 말을 중얼거리고 있었다.
d,피고인은 피해자가 사망한 직후 바닥에 떨어진 피해자의 피를 닦는 등
d,"2 피고인은 피해자의 우측 가슴과 우측 옆구리, 우측 복부를 칼로 각 1회씩 찔렀고,"
d,피해자는 2012. 1. 22.경 앞서 본 교통사고를 당하여 여름휴가 직전 까지 장기간 허리 디스크 등으로 입원 치료를 받았던 점에 비추어
c,피고인에게 형사책임을 물을 수 없다.
e,"망상 등 특이한 정신병적 증상이 관찰되지는 않으며,"
u,"나. 증거들에 의하면,"
d,"자신보다 나이가 어린 피해자 F으로부터 모욕적인 말을 듣고,"
i,"피고인이 경찰관이 출동하기 이전에 자의로 살인 범행을 중지하였다고 볼 수 없고,"
d,"피고인은 그 당시 적어도 맥주 6병 이상을 마신 사실,"
d,"피고인이 이 사건 범행당시 술에 취한 상태였고,"
i,다른 증거들과도 부합하지 아니하여
w,피고인이 범행 당시 살인의 고의는 없었고
d,"5 피고인의 처 G 역시 경찰에서, ""당시 피고인이 오자마자 '마지막으로 보러 왔다 하면서 '지금까지 고생만 시켜서 미안하다.',"
c,피고인이 자의로 범행을 중단한 것으로 볼 수 없다.
d,"그런데 오늘 더 아파해서 내가 ""그럼 죽여줄까""했더니 죽여달라고 하더라구요"
w,"가. 살인의 범의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는것은 아니고,"
d,"피해자는 경찰 최초 조사 당시 판시 일시, 장소에서 피고인과 욕설을 하고 다투던중 화가 나 피고인의 얼굴을 주먹으로 3~4대 때렸고,"
c,피해자를 죽이려는 살인의 고의는 없었다.
u,"위 진술 내용에 비추어 보면,"
i,"가. 피고인은 피해자에게 위협을 가하여 사태를 진정시킬 의도로 부엌에서 과도를 가지고 피해자가 있는 거실로 몇 걸음 나아갔는데,"
i,나아가 피고인은 D을 살해한 이후에도 계속하여 낫을 휘두르며 피해자 F을 쫓아다녔다는 것이다.
i,"더구나 이 사건의 경우 피고인은 피해자를 살해할 것을 결의하고 그 실행을 용이하게 하기 위하여 범행 약 2시간 전에 술을 마셨던 것으로서,"
w,"가. 증거의 증명력은 법관의 자유판단에 맡겨져 있으나 그 판단은 논리와 경험칙에 합치하여야 하고,"
c,이를 다투는 피고인 및 변호인의 주장은 받아들이지 아니한다.
w,그행위자가 범죄사실이 발생할 가능성을용인하고 있었는지의 여부는 행위자의 진술에 의존하지 아니하고
d,"피해자가 택시에서 내려 피고인에게 욕설을 하며 따지기에,"
d,저는 분이 풀리지 않아 피해자를 일으켜 세우고
w,"자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이며 그 인식이나 예견은 확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바,"
i,"도망하려는 피해자를 붙잡아 다시 5번방으로 데려오기도 한 점,"
w,자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족하다.
i,피해자에게 회칼을 들고 있는 모습을 보여주지도 않았다.
i,피고인은 피해자가 중국에서 살인죄로 실형을 복역한 바가 있어 겁이 나 집에서 가져온 칼을 A에게 건넨 것일 뿐
i,3) 피고인은 범행 당시 피해자를 F으로 착각하여 살해하였다고 주장한다.
i,피고인에게는 피해자들을 공격하고 위협하는 데에 흉기를 사용하려는 일관된 의도가 있었던 것으로보인다.
i,피고인은 경찰 제1회 피의자신문에서는 피해자의 목을 조르지 아니하였다는 취지로 이 사건 범행을 부인하였으나
i,"공격을 멈추기 이전에 이미 살인의 의도가 표출되었다고 볼 수 있는 충분한 공격이 이루어졌으므로,"
i,그 자리에서도 피고인이 이 사건 범행을 모르고 있다가 알게 되어 화를 내는 등의 행동을 한 것으로 보이지는 않는다.
d,"(증인 E 녹취록 1쪽),"
w,"일체의 구체적 사정들을 참작하여 방위행위가 사회적으로 상당한 것이어야 하고,"
w,"칼로 사람의 급소가 아닌 대퇴부 등을 찔렀다 하더라도 혈관의 절단 등으로 과도한 출혈이 발생하는 경우 사람이 사망할 수 있다는 것 또한 누구나 예상할 수 있는 일인 데다,"
i,"2 D는 피고인이 당시 술을 약간 마시기는 하였으나 취하지 않고 맨 정신이었다고 일관하여 진술하고 있는 점,"
ic,위 주장은 받아들이지 아니한다.
w,7 피고인이 공격한 부위인 머리는 생명과 직결되는 신체의 중요 부위이므로
d,"7 피고인은 염산을 바닥에만 뿌렸고,"
c,이 사건 범행 당시 피고인에게는 미필적으로나마 살해의 고의가 있었던 것으로 판단된다.
w,가. 살인의 고의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니다.
e,"피해자가 단순히 넘어져서 이러한 손상이 발생하였다고도 보기 어렵고,"
i,"2018년 추석 즈음에 피해자가 100만 원을 빌려주지 않자 원망이 커졌으며,"
d,(증거기록 179쪽).
i,"이에 피해자가 “그래 죽여라.”라고 말하자 너무 배신감을 느껴 흥분한 상태에서 순간적으로 참지 못하고 침대에 누워있는 피해자의 복부를 1회 찌른 점,"
i,"2) 피고인은 피해자에게 사시미칼을 보여주면서 위협하는 언행을 한 것이 아니라,"
d,"지금 또 다시 어떻게 들어가느냐.""라고 말하는 상황에서 말다툼을 하였고,"
d,"""정말 피해자를 죽이고 싶어서 죽인 것인가요.""라고 재차 물었을 때에도 역시 ""네.""라고 대답하였다"
i,"3 피고인은 망치와 구두끈을 미리 준비하여 소지하였고,"
d,"3) 피고인은 판시와 같이 사전에 치밀하게 계획, 준비하여 피해자를 살해한 후 과도를 든 채 도망쳤고,"
d,"피해자에게 자신의 집에 있던 G의 짐을 가지고 가라고 말을 하여 피해자를 데리고 자신의 집으로 갔는데,"
i,"주로 피해자의 얼굴과 목 부위를 때리거나 밟았으며 마당에 쓰러져 있던 피해자의 발목을 잡아끌어 방안으로 데리고 가려고 한 점,"
w,"영구적으로 물건의 경제적 이익을 보유할 의사임은 요하지 않으며,"
e,"사물변별능력과 의사결정능력이 심신장애(심신미약 또는 심신상실)의 수준에는 이르지 않은 것으로 판단된다.'는 소견을 밝힌 점 등에 비추어 보면,"
